Order_ID,Customer_ID,Product_ID,Order_Date,Quantity
10365,3824,7550,2024-03-09,9.0
10366,6757,3260,2024-03-10,1.0
10367,3531,3541,2024-05-06,9.0
10368,7052,1343,2024-06-19,6.0
10369,7937,9275,2023-11-15,7.0
10370,6151,782,2023-10-17,5.0
10371,4318,8712,2023-07-26,9.0
10372,2914,3744,2024-06-17,1.0
10373,2509,1517,2024-01-16,7.0
10374,6128,6539,2023-08-21,4.0
10375,7413,1302,2024-05-04,7.0
10376,5575,7974,2024-08-04,
10377,3912,5428,2023-08-24,7.0
10378,2418,8514,2023-10-01,7.0
10379,3626,9079,2023-11-19,10.0
10380,5778,9861,2023-11-19,3.0
10381,3988,2888,2024-08-12,10.0
10382,4189,415,2024-01-31,8.0
10383,4886,2755,2023-09-17,7.0
10384,6184,983,2024-02-21,3.0
10385,7432,9907,2024-05-10,
10386,2235,876,2023-08-08,7.0
10387,4132,7156,2025-03-08,4.0
10388,724,6326,2024-08-04,8.0
10389,545,1498,2024-11-23,1.0
10390,9422,7469,2023-07-26,3.0
10391,4503,1105,2024-08-06,10.0
10392,4217,3805,2023-12-30,1.0
10393,7300,9863,2023-04-14,3.0
10394,5134,9732,2024-11-16,2.0
10395,4984,2830,2024-12-04,9.0
10396,9452,9104,2023-09-16,8.0
10397,3333,1798,2024-06-04,2.0
10398,8439,1453,2023-05-25,4.0
10399,7134,3122,2025-02-26,1.0
10400,4498,7406,2024-10-18,10.0
10401,7005,1894,2024-09-17,3.0
10402,3893,1085,2023-08-26,6.0
10403,6084,2668,2025-02-01,6.0
10404,4621,7725,2024-08-18,10.0
10405,6195,3157,2023-10-31,3.0
10406,3602,4064,2024-05-11,1.0
10407,3229,4022,2023-08-29,5.0
10408,4697,829,2025-02-11,2.0
10409,2217,874,2023-04-06,3.0
10410,8826,5685,2025-02-19,9.0
10411,4602,6009,2024-06-05,3.0
10412,4559,914,2023-08-14,3.0
10413,4239,7735,2025-02-27,2.0
10414,7637,5667,2023-09-11,2.0
10415,5508,9833,2024-05-24,2.0
10416,7924,3809,2025-01-27,8.0
10417,5403,4722,2024-11-02,10.0
10418,9416,3051,2025-03-15,2.0
10419,9768,7271,2024-08-28,10.0
10420,8589,4726,2024-12-02,9.0
10421,7295,8113,2024-10-08,9.0
10422,4380,6980,2024-12-22,2.0
10423,3628,477,2024-02-18,4.0
10424,5543,3269,2023-11-26,6.0
10425,7307,9208,2023-06-15,7.0
10426,9908,743,2023-04-18,7.0
10427,793,1751,2023-12-05,7.0
10428,6725,5184,2023-11-10,6.0
10429,4273,8849,2024-06-22,9.0
10430,8958,843,2024-01-10,5.0
10431,1681,9605,2025-01-18,10.0
10432,1723,1616,2024-03-18,3.0
10433,8656,469,2024-09-29,10.0
10434,4256,6989,2024-10-21,4.0
10435,4540,7523,2024-01-13,
10436,5672,2739,2023-07-15,4.0
10437,3489,8903,2024-02-04,4.0
10438,4125,861,2024-09-10,7.0
10439,2210,8696,2024-03-14,1.0
10440,2824,5316,2025-02-13,3.0
10441,4756,1317,2024-04-28,4.0
10442,838,133,2024-06-26,7.0
10443,930,1499,2023-12-18,7.0
10444,1363,3084,2023-10-16,7.0
10445,4734,6561,2024-12-12,4.0
10446,2781,4397,2023-12-23,4.0
10447,2930,2329,2024-11-08,3.0
10448,7708,4065,2024-12-09,8.0
10449,2374,4145,2024-10-23,9.0
10450,6800,8003,2024-09-28,2.0
10451,6681,4813,2024-12-31,7.0
10452,1371,9618,2024-08-05,3.0
10453,2119,4816,2024-01-01,4.0
10454,6283,1306,2024-01-18,2.0
10455,9156,2187,2024-07-23,10.0
10456,426,9657,2025-04-03,5.0
10457,7461,873,2024-02-01,6.0
10458,9742,143,2024-04-18,2.0
10459,3785,5378,2025-04-03,6.0
10460,2928,8549,2024-09-09,7.0
10461,2247,6293,2023-10-21,4.0
10462,3619,3197,2023-12-14,8.0
10463,716,7179,2023-06-20,4.0
10464,3013,6457,2025-01-12,6.0
10465,3666,5381,2023-07-22,3.0
10466,7297,4142,2024-12-20,7.0
10467,9246,6865,2023-05-10,4.0
10468,7950,9361,2024-03-01,1.0
10469,596,3998,2024-05-30,5.0
10470,115,4905,2024-05-25,1.0
10471,948,2626,2023-05-27,9.0
10472,8062,2071,2024-09-12,7.0
10473,2376,9373,2024-04-21,6.0
10474,7047,4394,2024-04-21,8.0
10475,1565,4602,2023-05-04,3.0
10476,4695,7371,2024-10-07,7.0
10477,4066,118,2024-11-24,1.0
10478,3709,7937,2023-11-16,4.0
10479,3174,3193,2024-02-10,10.0
10480,6048,8004,2024-04-14,3.0
10481,9078,109,2023-05-20,2.0
10482,1412,457,2024-08-20,5.0
10483,725,3712,2024-05-11,9.0
10484,5999,1808,2025-02-01,10.0
10485,9537,6130,2025-01-31,9.0
10486,2903,7528,2024-03-15,9.0
10487,696,3369,2024-08-07,9.0
10488,4871,9428,2024-01-24,10.0
10489,505,2761,2024-11-22,3.0
10490,2367,7358,2024-08-15,5.0
10491,2662,6738,2023-07-19,9.0
10492,7960,7755,2024-03-18,4.0
10493,1029,4735,2024-12-01,1.0
10494,2331,9331,2024-02-08,1.0
10495,3144,1056,2024-01-30,
10496,6830,5254,2023-08-29,9.0
10497,8933,4329,2024-09-23,9.0
10498,1137,4668,2024-06-29,9.0
10499,7969,2161,2023-07-09,9.0
10500,182,6902,2023-12-10,1.0
10501,2167,8878,2023-08-27,6.0
10502,6457,2088,2024-01-26,1.0
10503,5069,1236,2024-09-06,3.0
10504,5875,946,,6.0
10505,257,9813,2025-02-15,6.0
10506,3379,1094,2023-10-06,10.0
10507,1017,1211,2024-06-04,8.0
10508,136,9855,2023-08-15,6.0
10509,5688,5388,2025-02-21,9.0
10510,6362,10072,2025-03-02,8.0
10511,360,6676,2024-09-09,10.0
10512,5763,10028,2025-03-22,4.0
10513,5505,2054,2023-07-28,
10514,1833,3625,2023-08-23,2.0
10515,6929,2018,2024-10-05,4.0
10516,5259,9073,2023-12-26,6.0
10517,295,5715,2024-12-29,1.0
10518,6048,5899,2024-09-24,10.0
10519,358,771,2023-04-20,5.0
10520,6348,3191,2025-01-18,7.0
10521,8198,6737,2024-06-21,7.0
10522,5822,3358,2024-03-23,1.0
10523,9354,6952,2023-09-03,6.0
10524,2737,8726,2023-04-25,2.0
10525,1394,4529,2023-12-12,2.0
10526,9170,621,2023-07-02,2.0
10527,3467,1123,2023-05-09,1.0
10528,9937,8692,2023-06-05,10.0
10529,2527,8116,2023-12-23,9.0
10530,6314,4793,2023-04-14,9.0
10531,8422,7743,2024-12-11,5.0
10532,5646,3453,2024-09-12,8.0
10533,8450,3162,2024-10-28,7.0
10534,9310,5868,2024-02-13,1.0
10535,1662,5980,2023-08-25,2.0
10536,1650,9631,2024-08-05,2.0
10537,8150,263,2023-11-10,8.0
10538,71,3771,2023-08-26,2.0
10539,8143,3890,2024-10-01,1.0
10540,3462,1697,2023-11-14,5.0
10541,9346,1092,2024-04-22,10.0
10542,6883,2605,2023-07-03,10.0
10543,3160,1932,2024-05-23,8.0
10544,3282,2167,2024-02-21,7.0
10545,8658,9720,2024-08-21,10.0
10546,8892,2125,2024-02-23,6.0
10547,2807,1579,2024-02-02,6.0
10548,9955,161,2024-12-26,5.0
10549,6773,3170,2023-07-16,5.0
10550,3468,5114,2025-03-03,9.0
10551,7926,1111,2024-12-27,8.0
10552,1793,6677,2024-02-26,2.0
10553,6864,6666,2023-06-06,5.0
10554,1540,3518,2025-03-13,2.0
10555,5942,628,2023-10-04,1.0
10556,2430,10003,2023-09-19,6.0
10557,1292,5529,2025-03-20,1.0
10558,294,196,2023-06-09,4.0
10559,3826,7108,2023-12-29,10.0
10560,5832,7283,2024-09-27,5.0
10561,1120,4486,2023-10-02,7.0
10562,7931,7436,2025-01-25,1.0
10563,4554,8528,2023-08-01,5.0
10564,3670,8000,2024-07-29,1.0
10565,7952,7805,2024-08-24,9.0
10566,4028,8875,2024-07-24,8.0
10567,4019,8315,2024-08-01,
10568,4185,5148,2025-03-13,1.0
10569,1450,9546,2024-12-05,2.0
10570,3968,7181,2024-11-09,10.0
10571,2853,7578,2023-09-04,9.0
10572,5898,7991,2025-03-14,9.0
10573,3942,1126,2024-06-09,9.0
10574,7717,3906,2024-04-24,4.0
10575,9778,3454,2024-05-23,3.0
10576,7410,2434,2024-10-29,10.0
10577,3842,5494,2024-11-07,8.0
10578,8413,5636,2023-07-26,2.0
10579,9570,6293,2024-07-05,4.0
10580,7332,7320,2025-02-26,1.0
10581,3198,5528,2024-02-11,9.0
10582,6623,2381,2025-01-24,5.0
10583,2696,687,2025-03-03,10.0
10584,9280,4648,2024-10-13,4.0
10585,8486,9040,2023-12-18,9.0
10586,2884,9970,2024-01-12,1.0
10587,747,5976,2024-11-28,8.0
10588,9002,3038,2024-01-18,8.0
10589,8957,5289,,4.0
10590,1470,3226,2023-12-14,2.0
10591,6647,5767,2024-08-15,5.0
10592,5130,5201,2024-01-27,10.0
10593,7071,6076,2024-09-12,8.0
10594,3299,2430,2024-03-26,5.0
10595,8918,1365,2024-05-28,10.0
10596,6023,10082,2024-09-15,1.0
10597,1226,9548,2023-12-20,7.0
10598,1808,6509,2025-03-03,6.0
10599,7178,744,2023-05-07,7.0
10600,7622,6050,2024-04-28,9.0
10601,5610,5011,2023-06-13,7.0
10602,9119,3909,2023-11-07,6.0
10603,4820,4789,2024-10-19,3.0
10604,3213,131,2023-09-20,2.0
10605,8122,3534,2024-03-16,8.0
10606,715,3803,2023-08-14,9.0
10607,5972,4267,2023-04-09,9.0
10608,4120,5004,2024-08-27,7.0
10609,3146,8482,2024-11-10,4.0
10610,6738,6230,2023-07-30,7.0
10611,9351,5664,2024-05-02,2.0
10612,32,4235,2024-01-29,5.0
10613,2492,6549,2023-06-02,8.0
10614,6691,6187,2024-01-21,2.0
10615,1157,4559,2023-04-18,8.0
10616,3641,2770,2023-09-20,7.0
10617,7057,9697,2024-04-18,7.0
10618,4937,653,2024-07-15,6.0
10619,6491,9641,2024-08-05,10.0
10620,9325,6811,2025-02-05,9.0
10621,6798,2261,2024-10-14,9.0
10622,2751,6070,2024-01-23,3.0
10623,5306,3655,2023-05-06,6.0
10624,8276,3940,2024-04-28,9.0
10625,2162,9447,2025-01-16,8.0
10626,6579,6294,2024-11-28,9.0
10627,46,2977,2024-05-31,7.0
10628,7622,9521,2023-06-17,7.0
10629,2746,2106,2024-08-27,10.0
10630,4957,2579,2024-03-31,3.0
10631,7724,2976,2025-02-16,4.0
10632,8476,7562,2024-07-29,8.0
10633,950,546,2025-03-21,4.0
10634,5094,2833,2024-03-01,5.0
10635,1506,5464,2024-05-13,8.0
10636,4539,7174,2025-01-20,7.0
10637,2931,1680,2024-02-14,3.0
10638,595,7581,2023-11-24,4.0
10639,8701,10029,2024-03-16,5.0
10640,5334,6408,2023-08-26,9.0
10641,9086,9003,2024-05-30,9.0
10642,583,1340,2023-04-30,5.0
10643,7251,1317,2023-10-29,7.0
10644,3955,1059,2024-12-22,4.0
10645,3028,1781,2024-03-25,4.0
10646,4652,9119,2024-06-26,1.0
10647,2740,8731,2023-08-15,8.0
10648,518,6639,2024-09-07,1.0
10649,797,2406,2023-07-06,1.0
10650,992,7737,2024-06-16,2.0
10651,8281,9847,2023-11-22,5.0
10652,2771,5743,2023-09-16,1.0
10653,9705,4559,2024-03-29,7.0
10654,3644,9370,2024-02-15,9.0
10655,5290,5120,2024-04-18,4.0
10656,4141,1391,2025-01-02,8.0
10657,6501,5694,2024-07-13,10.0
10658,4964,7690,2025-01-31,2.0
10659,9250,2528,2023-10-02,8.0
10660,3678,8668,,8.0
10661,9013,9433,2025-01-26,7.0
10662,3670,9372,2024-02-05,9.0
10663,3440,6130,2024-12-20,8.0
10664,7572,8675,2023-08-10,6.0
10665,9186,5103,2024-03-09,3.0
10666,9845,9340,2024-01-13,6.0
10667,4562,206,2024-05-09,1.0
10668,5749,941,2024-04-05,9.0
10669,586,2393,2024-11-05,8.0
10670,8212,9463,2024-06-16,10.0
10671,7175,641,2023-12-17,3.0
10672,2605,8490,2023-12-14,6.0
10673,5410,1733,2023-07-17,7.0
10674,2462,1574,2024-08-31,9.0
10675,4996,4441,2024-05-09,5.0
10676,2748,3098,2024-11-11,8.0
10677,4704,8955,2023-05-01,7.0
10678,8109,1192,2025-03-15,7.0
10679,9582,1598,2023-05-27,9.0
10680,7753,1897,2023-05-30,5.0
10681,2456,3511,2024-06-06,
10682,4874,986,2025-02-24,2.0
10683,8138,9460,2024-07-05,7.0
10684,2310,5407,2024-03-23,4.0
10685,9064,2264,2024-07-17,10.0
10686,7877,3716,2023-07-08,2.0
10687,2932,3233,2024-05-31,4.0
10688,4042,6523,2023-08-31,9.0
10689,6734,3062,2024-12-21,5.0
10690,4308,5915,2024-02-03,6.0
10691,1063,5191,2023-11-06,4.0
10692,8851,2506,2024-05-20,6.0
10693,4686,4141,2024-08-05,4.0
10694,5000,9220,2023-10-25,1.0
10695,5982,2187,2023-11-14,8.0
10696,1170,8580,2024-06-15,2.0
10697,1183,4798,2023-08-10,10.0
10698,3000,7889,2025-01-05,3.0
10699,5173,3623,2023-05-21,1.0
10700,4795,2477,2023-11-16,4.0
10701,2442,6955,2024-12-18,1.0
10702,5998,4054,2023-09-22,5.0
10703,9851,4705,2024-12-07,9.0
10704,4536,4632,2024-12-02,2.0
10705,7801,6680,2023-07-01,3.0
10706,8318,9648,2025-03-10,9.0
10707,3888,3396,2023-08-14,4.0
10708,9051,7125,2023-11-24,1.0
10709,8096,1505,2024-11-02,9.0
