Product_ID,Product_Name,Category,Price
304,Degree,  Books  ,186.41
305,  ,Books,347.22
306,  future  ,Electronics,231.49
307,Send,  Electronics  ,443.49
308,NETWORK,BOOKS,11.21
309,  agreement  ,Electronics,17.26
310,Effect,Furniture,83.34
311,leave,ELECTRONICS,137.84
312,GOVERNMENT,Books,146.14
313,Rate,  Toys  ,264.63
314,Bad,furniture,498.9
315,small,Books,432.44
316,Too,  Electronics  ,355.89
317,Factor,Electronics,37.12
318,  baby  ,TOYS,463.98
319,WIDE,Books,33.99
320,So,FURNITURE,213.31
321,FAR,  Toys  ,284.07
322,Night,TOYS,129.31
323,  research  ,TOYS,224.99
324,owner,Books,491.9
325,Among,books,281.97
326,Without,Books,426.36
327,Oil,Toys,251.19
328,who,TOYS,19.26
329,Push,TOYS,460.47
330,Voice,TOYS,
331,  push  ,FURNITURE,175.82
332,Tend,Books,84.54
333,TO,Books,172.93
334,War,Books,81.16
335,Assume,Electronics,199.7
336,  huge  ,Furniture,223.68
337,Listen,furniture,314.01
338,  teacher  ,ELECTRONICS,326.57
339,Pm,Toys,186.11
340,Board,Furniture,398.71
341,Go,  Electronics  ,190.09
342,  player  ,Furniture,190.86
343,  over  ,books,98.0
344,say,Furniture,351.67
345,MOVE,  Toys  ,474.41
346,  enjoy  ,FURNITURE,272.22
347,Name,Books,62.86
348,Eat,  Toys  ,388.71
349,Safe,  Toys  ,91.64
350,Full,electronics,181.25
351,  paper  ,  Books  ,235.26
352,Government,toys,299.05
353,Out,ELECTRONICS,192.95
354,Against,Toys,211.96
355,Wait,Toys,48.32
356,More,furniture,70.75
357,BENEFIT,  Furniture  ,412.13
358,Town,BOOKS,148.62
359,PRETTY,BOOKS,53.36
360,ACTIVITY,  Books  ,417.67
361,Ahead,Furniture,436.35
362,reflect,  Furniture  ,149.47
363,  recently  ,  Furniture  ,34.13
364,Lose,BOOKS,
365,COMMERCIAL,furniture,173.58
366,  happy  ,toys,300.35
367,DRUG,Furniture,311.95
368,Keep,Toys,273.0
369,Perform,  Books  ,119.32
370,May,books,83.13
371,Serve,Toys,
372,EAST,electronics,403.66
373,  focus  ,toys,61.21
374,table,Furniture,349.78
375,your,  Toys  ,403.36
376,ground,Electronics,326.7
377,commercial,toys,66.51
378,Former,Furniture,198.13
379,Draw,Electronics,353.9
380,STUFF,  Books  ,
381,ADMINISTRATION,FURNITURE,64.38
382,Member,  Toys  ,231.79
383,gun,  Furniture  ,71.06
384,Only,books,406.83
385,chance,  Electronics  ,405.81
386,  line  ,books,348.2
387,Animal,Furniture,162.02
388,  ,ELECTRONICS,57.67
389,DIFFICULT,electronics,38.73
390,Charge,toys,305.93
391,simple,TOYS,104.94
392,  yes  ,Toys,390.14
393,Plan,Electronics,224.48
394,board,furniture,94.2
395,Even,electronics,354.74
396,  develop  ,Furniture,336.29
397,  former  ,ELECTRONICS,275.64
398,If,  Electronics  ,319.58
399,Hundred,Furniture,70.18
400,METHOD,Toys,101.43
401,chance,Toys,23.83
402,evening,FURNITURE,146.95
403,  design  ,toys,446.17
404,TEST,Furniture,84.8
405,black,Electronics,102.36
406,Anyone,TOYS,329.47
407,easy,Furniture,
408,  stock  ,books,475.9
409,those,  Books  ,92.87
410,defense,Toys,94.54
411,True,Books,249.97
412,Sea,  Toys  ,260.79
413,Same,electronics,293.54
414,Century,BOOKS,408.56
415,  each  ,electronics,378.57
416,Wait,  Furniture  ,41.24
417,Street,BOOKS,68.33
418,record,  Furniture  ,
419,Where,  Electronics  ,482.0
420,Plan,ELECTRONICS,
421,Movie,toys,474.42
422,  data  ,  Furniture  ,274.28
423,economic,Furniture,146.08
424,that,furniture,453.13
425,Great,FURNITURE,433.4
426,  possible  ,books,10.85
427,FEW,Toys,89.25
428,Real,Books,59.21
429,She,ELECTRONICS,408.9
430,official,Books,89.57
431,arm,FURNITURE,452.91
432,woman,Electronics,133.16
433,Tax,Furniture,227.58
434,  give  ,Toys,445.45
435,WALK,  Books  ,353.45
436,Mention,Toys,248.01
437,Mrs,  Books  ,183.63
438,Term,  Electronics  ,421.52
439,RESEARCH,  Furniture  ,283.65
440,PROBABLY,Electronics,87.4
441,within,electronics,447.1
442,Fly,electronics,483.51
443,FINALLY,toys,247.63
444,Class,furniture,343.56
445,  attack  ,Books,259.05
446,IMPORTANT,Furniture,29.83
447,  black  ,Books,461.22
448,PEACE,toys,90.1
449,Than,TOYS,487.51
450,  join  ,BOOKS,102.42
451,CUT,Books,262.04
452,  shoulder  ,Toys,474.14
453,Nearly,Toys,64.1
454,  few  ,books,153.13
455,Like,books,489.87
456,Number,TOYS,335.65
457,  different  ,BOOKS,250.68
458,study,electronics,331.51
459,Change,Furniture,241.78
460,into,electronics,317.52
461,Box,Furniture,78.11
462,bar,toys,338.45
463,then,TOYS,473.49
464,Fund,electronics,213.3
465,SOMETHING,Electronics,219.55
466,poor,Furniture,
467,Have,Toys,265.45
468,Example,Furniture,392.89
469,Answer,FURNITURE,57.11
470,Per,ELECTRONICS,98.17
471,Attack,Toys,382.88
472,history,FURNITURE,381.91
473,American,  Furniture  ,497.51
474,candidate,books,472.44
475,Science,FURNITURE,427.77
476,Keep,furniture,169.96
477,Most,toys,53.03
478,LATER,FURNITURE,371.64
479,  each  ,furniture,225.52
480,man,Electronics,406.76
481,Professor,FURNITURE,97.87
482,World,  Books  ,353.1
483,  hospital  ,books,72.42
484,CERTAIN,  Electronics  ,61.42
485,development,BOOKS,343.97
486,Modern,TOYS,447.13
487,MOMENT,ELECTRONICS,40.88
488,Position,  Toys  ,361.63
489,Base,furniture,63.88
490,  alone  ,electronics,300.85
491,Stuff,Toys,
492,  off  ,  Books  ,85.93
493,democratic,  Books  ,126.64
494,  because  ,Books,177.02
495,Product,Toys,456.73
496,  performance  ,Electronics,143.64
497,More,Electronics,49.15
498,First,BOOKS,464.16
499,  from  ,FURNITURE,130.0
500,REPORT,toys,288.22
501,Sit,Toys,484.56
502,Suffer,Toys,374.34
503,kind,FURNITURE,110.74
504,WAR,Books,67.25
505,Maybe,  Toys  ,450.09
506,Maintain,  Toys  ,165.87
507,pay,Books,444.58
508,Central,Furniture,268.88
509,Reason,Furniture,473.03
510,talk,  Electronics  ,38.23
511,Instead,electronics,470.38
512,Tonight,Books,204.72
513,network,  Books  ,461.02
514,Expert,ELECTRONICS,378.49
515,Address,  Toys  ,165.93
516,Such,FURNITURE,135.47
517,  responsibility  ,toys,377.4
518,FEDERAL,Books,497.29
519,Job,Furniture,253.19
520,Build,Electronics,480.92
521,Bag,  Furniture  ,403.44
522,Society,Electronics,334.78
523,part,ELECTRONICS,291.61
524,In,Furniture,208.78
525,Up,Furniture,79.25
526,FIGHT,  Toys  ,458.06
527,  whom  ,BOOKS,197.94
528,if,BOOKS,136.35
529,EVERYBODY,toys,144.39
530,Course,  Toys  ,16.1
531,Hit,ELECTRONICS,434.86
532,bring,  Furniture  ,235.18
533,Bit,BOOKS,247.91
534,  politics  ,ELECTRONICS,293.2
535,Them,  Toys  ,499.53
536,Anything,  Electronics  ,210.15
537,list,  Electronics  ,111.03
538,  car  ,electronics,387.5
539,SURFACE,  Toys  ,51.67
540,WORLD,toys,92.93
541,END,Electronics,158.86
542,Piece,  Books  ,392.65
543,  pressure  ,Books,234.2
544,  daughter  ,furniture,438.47
545,Author,Furniture,231.67
546,Yet,TOYS,243.97
547,environment,  Electronics  ,433.68
548,  others  ,books,315.64
549,  pick  ,Books,454.79
550,first,  Books  ,288.52
551,strategy,  Toys  ,246.64
552,  station  ,  Books  ,340.05
553,second,Books,70.1
554,  run  ,  Electronics  ,73.15
555,house,electronics,428.01
556,Develop,furniture,174.26
557,STAFF,Furniture,20.6
558,Seek,TOYS,325.53
559,  page  ,Books,475.41
560,rich,books,425.89
561,Yourself,Electronics,371.68
562,For,electronics,43.72
563,Work,ELECTRONICS,119.19
564,  idea  ,furniture,255.67
565,Beautiful,FURNITURE,218.85
566,Tax,FURNITURE,
567,Pattern,FURNITURE,54.79
568,STRONG,furniture,314.68
569,  play  ,  Furniture  ,181.68
570,  black  ,Electronics,107.81
571,WHATEVER,Toys,161.77
572,Trouble,Toys,95.28
573,  decide  ,Electronics,147.51
574,our,Books,430.37
575,Spring,  Books  ,109.42
576,  could  ,Furniture,291.67
577,INTEREST,Electronics,218.93
578,LOW,Toys,
579,Sense,Electronics,478.51
580,  experience  ,furniture,343.42
581,Lay,Books,88.33
582,Ground,Electronics,
583,Yeah,Furniture,380.0
584,  race  ,Books,372.37
585,  ,Furniture,166.23
586,SECTION,Toys,353.81
587,  view  ,toys,107.36
588,Truth,furniture,190.0
589,  woman  ,  Books  ,85.78
590,actually,  Books  ,233.92
591,EASY,ELECTRONICS,212.78
592,trade,Electronics,18.2
593,First,Toys,495.72
594,store,Furniture,14.57
595,fall,  Toys  ,265.35
596,Everybody,  Toys  ,416.57
597,Energy,  Books  ,140.08
598,  language  ,ELECTRONICS,216.07
599,other,Toys,22.84
600,  make  ,Toys,41.35
601,CAN,Books,336.36
602,Ok,ELECTRONICS,419.76
603,gun,books,237.48
604,Case,electronics,211.92
605,  level  ,BOOKS,269.5
606,  clearly  ,TOYS,59.7
607,  agent  ,toys,106.63
608,Culture,  Books  ,141.97
609,Little,  Toys  ,301.76
610,WEEK,FURNITURE,399.56
611,  degree  ,Furniture,439.7
612,read,  Electronics  ,185.9
613,Everybody,Electronics,439.49
614,man,ELECTRONICS,253.55
615,INSTITUTION,TOYS,154.11
616,your,electronics,255.9
617,pick,  Books  ,432.62
618,Forget,  Electronics  ,39.24
619,Wall,Furniture,264.91
620,republican,Toys,483.17
621,Coach,  Furniture  ,172.47
622,  concern  ,electronics,433.39
623,Course,books,187.72
624,Blood,Furniture,97.72
625,  southern  ,Furniture,338.4
626,Goal,BOOKS,265.38
627,Bit,  Toys  ,442.44
628,NEXT,Electronics,
629,factor,  Books  ,99.55
630,  difference  ,FURNITURE,26.48
631,With,TOYS,73.83
632,Society,  Toys  ,491.37
633,body,FURNITURE,432.87
634,COURSE,  Furniture  ,40.34
635,  newspaper  ,FURNITURE,294.63
636,PERSON,  Electronics  ,67.11
637,say,Toys,
638,  ,FURNITURE,
639,SCIENCE,BOOKS,200.31
640,Because,books,299.45
641,SINCE,toys,294.72
642,Attention,books,471.73
643,Easy,books,235.23
644,Red,Toys,433.33
645,FOLLOW,Books,202.7
646,Answer,ELECTRONICS,480.66
647,  necessary  ,Toys,435.66
648,Think,Books,351.44
649,Exactly,electronics,92.93
650,Ground,Books,10.82
651,THEY,electronics,430.55
652,Increase,Furniture,57.81
653,DISCUSSION,toys,257.61
654,POWER,electronics,134.29
655,Since,furniture,287.4
656,ELECTION,toys,89.07
657,  leg  ,Toys,407.85
658,  owner  ,  Toys  ,375.0
659,catch,electronics,48.43
660,To,BOOKS,271.14
661,bar,TOYS,433.17
662,  American  ,books,161.64
663,  wonder  ,BOOKS,299.34
664,  western  ,toys,116.21
665,EXPERIENCE,Toys,414.3
666,Source,  Furniture  ,335.19
667,  page  ,  Toys  ,223.01
668,FATHER,Furniture,298.92
669,Yard,  Furniture  ,214.91
670,ground,Books,161.33
671,  turn  ,electronics,39.01
672,Blue,Furniture,487.42
673,raise,  Toys  ,160.55
674,Effort,Electronics,467.24
675,Since,  Toys  ,111.75
676,GARDEN,Toys,412.82
677,Allow,  Electronics  ,357.87
678,IMPACT,TOYS,100.13
679,  within  ,books,346.17
680,Medical,books,150.93
681,Card,Toys,194.33
682,  base  ,electronics,133.87
683,Teach,  Books  ,383.79
684,  property  ,  Electronics  ,300.03
685,New,  Toys  ,94.72
686,Food,Toys,493.21
687,Pull,toys,184.05
688,  rock  ,Books,321.82
689,Election,ELECTRONICS,267.68
690,DEEP,  Books  ,480.38
691,VERY,  Books  ,277.67
692,Expect,toys,55.65
693,Say,Toys,222.89
694,chair,Toys,495.51
695,Pick,electronics,108.62
696,Read,Electronics,375.75
697,STAR,Furniture,399.19
698,Any,books,211.98
699,Particularly,Books,161.36
700,HIT,Toys,
701,Financial,electronics,
702,  ,furniture,444.93
703,Score,electronics,339.59
704,Worker,Furniture,115.2
705,Trial,Furniture,249.66
706,Culture,furniture,247.81
707,Town,Books,174.04
708,Star,ELECTRONICS,315.96
709,Success,Electronics,450.27
710,Space,  Toys  ,315.0
711,oil,Furniture,174.87
712,PRESENT,  Electronics  ,384.0
713,Top,BOOKS,290.94
714,him,FURNITURE,156.68
715,  close  ,Books,89.07
716,ESTABLISH,Electronics,80.12
717,CAUSE,  Books  ,412.19
718,  effort  ,electronics,427.52
719,organization,BOOKS,19.86
720,Thank,books,437.67
721,ANYTHING,books,88.56
722,  politics  ,Books,14.68
723,BUDGET,books,259.7
724,Ten,Furniture,134.61
725,Long,Toys,308.4
726,Style,electronics,92.81
727,BEHIND,Toys,327.1
728,  skill  ,  Furniture  ,194.13
729,Begin,furniture,447.22
730,  kind  ,Books,85.8
731,Five,TOYS,144.01
732,throughout,TOYS,334.27
733,Especially,Books,221.27
734,Same,Electronics,353.33
735,Off,furniture,56.13
736,its,electronics,421.68
737,There,Electronics,247.42
738,Management,electronics,438.81
739,DESPITE,ELECTRONICS,272.47
740,Tend,  Furniture  ,455.93
741,  land  ,  Toys  ,226.31
742,Return,  Toys  ,87.8
743,Finish,FURNITURE,420.73
744,  decade  ,Electronics,125.77
745,PUT,BOOKS,472.17
746,Myself,Toys,181.76
747,  mind  ,  Books  ,199.87
748,Here,  Books  ,482.53
749,itself,  Furniture  ,303.53
750,prevent,electronics,120.14
751,  near  ,toys,223.84
752,join,  Books  ,169.23
753,Discuss,  Books  ,12.42
754,  natural  ,books,434.05
755,Son,TOYS,162.8
756,gun,  Electronics  ,235.5
757,ANSWER,Books,311.76
758,Cover,TOYS,243.21
759,  ,ELECTRONICS,57.92
760,Building,Toys,15.82
761,  ,Furniture,357.53
762,without,BOOKS,271.14
763,  remember  ,Books,440.61
764,  such  ,BOOKS,51.84
765,power,Electronics,18.54
766,Up,Electronics,232.12
767,Brother,  Electronics  ,403.07
768,a,TOYS,461.67
769,CAUSE,  Electronics  ,266.94
770,Into,furniture,5.09
771,  participant  ,electronics,255.36
772,Attention,Books,443.48
773,  main  ,BOOKS,368.06
774,EVERYBODY,toys,408.63
775,Agent,  Toys  ,446.68
776,  treatment  ,Furniture,304.39
777,  machine  ,  Books  ,474.27
778,SPEAK,Books,25.19
779,seem,  Books  ,315.22
780,ALSO,Electronics,117.75
781,HUGE,Furniture,376.13
782,PLAYER,electronics,258.77
783,half,TOYS,247.97
784,Guy,TOYS,368.11
785,  ,Toys,192.74
786,Voice,Electronics,339.61
787,  mean  ,Toys,221.09
788,GROWTH,Electronics,
789,Store,Furniture,400.78
790,  go  ,FURNITURE,157.13
791,Push,  Books  ,344.86
792,assume,ELECTRONICS,490.54
793,use,Books,378.8
794,PERSONAL,Books,260.11
795,full,  Electronics  ,171.96
796,WALK,  Books  ,183.01
797,ANYTHING,  Toys  ,26.68
798,Design,Electronics,164.77
799,Second,Electronics,
800,  dinner  ,FURNITURE,92.95
801,manager,Books,427.22
802,Thought,BOOKS,78.37
803,Hotel,FURNITURE,263.98
804,Unit,BOOKS,199.26
805,clearly,Toys,448.49
806,PUBLIC,  Furniture  ,330.1
807,Respond,Furniture,161.24
808,keep,ELECTRONICS,138.58
809,Day,Toys,87.18
810,  marriage  ,Toys,25.12
811,Body,ELECTRONICS,349.01
812,quite,  Furniture  ,187.28
813,land,Toys,284.83
814,buy,FURNITURE,157.15
815,Individual,Toys,74.12
816,Option,ELECTRONICS,124.39
817,  easy  ,furniture,69.06
818,Piece,Electronics,16.55
819,Certain,Electronics,172.58
820,occur,electronics,372.65
821,MISSION,TOYS,146.84
822,  play  ,Books,227.66
823,TALK,BOOKS,
824,rock,Books,267.16
825,floor,Electronics,16.54
826,PROTECT,Furniture,429.6
827,  might  ,Books,411.37
828,  carry  ,Furniture,460.45
829,evidence,Books,22.7
830,ECONOMY,Furniture,323.77
831,  nor  ,furniture,355.84
832,COLLECTION,Electronics,430.99
833,Message,  Electronics  ,295.18
834,REPUBLICAN,FURNITURE,412.12
835,MOST,ELECTRONICS,479.94
836,across,Toys,211.33
837,  idea  ,Electronics,269.43
838,Sister,furniture,115.05
839,Positive,electronics,306.22
840,DURING,electronics,8.05
841,Fall,electronics,358.85
842,  thousand  ,  Books  ,204.73
843,LAY,Books,334.48
844,  bar  ,Books,485.15
845,FATHER,Books,341.07
846,interesting,books,220.05
847,Break,  Toys  ,264.56
848,Claim,Electronics,41.56
849,Current,furniture,402.21
850,Pick,FURNITURE,334.95
851,class,toys,345.18
852,look,electronics,118.16
853,program,  Electronics  ,319.08
854,EVERYBODY,Toys,263.57
855,Blood,Toys,
856,PERFORM,  Electronics  ,312.27
857,word,  Electronics  ,382.61
858,Yes,Furniture,60.21
859,  attorney  ,Furniture,347.11
860,Send,Furniture,104.86
861,TRAINING,TOYS,229.98
862,whom,  Toys  ,
863,DROP,Toys,404.77
864,Past,FURNITURE,374.94
865,Amount,furniture,417.06
866,use,Toys,146.87
867,Voice,Furniture,440.54
868,Return,TOYS,173.24
869,  figure  ,books,410.89
870,  represent  ,  Toys  ,260.51
871,  film  ,BOOKS,63.0
872,green,  Books  ,259.12
873,Go,  Furniture  ,477.42
874,FIRE,ELECTRONICS,114.71
875,Box,  Books  ,226.48
876,Science,Furniture,365.55
877,Center,FURNITURE,382.14
878,AMONG,  Books  ,131.1
879,Decide,TOYS,456.04
880,Enough,Toys,431.74
881,Every,Furniture,26.32
882,OUT,toys,221.76
883,fine,BOOKS,263.06
884,  second  ,Furniture,
885,Although,Books,93.17
886,Research,Toys,246.98
887,here,Books,394.29
888,CONFERENCE,books,305.55
889,sea,Electronics,297.12
890,SUFFER,ELECTRONICS,138.17
891,ONCE,  Furniture  ,249.01
892,Whom,BOOKS,377.59
893,Opportunity,ELECTRONICS,171.81
894,MUSIC,  Books  ,387.32
895,  also  ,TOYS,244.34
896,  sign  ,Electronics,387.09
897,strong,toys,463.73
898,Tend,  Books  ,205.65
899,SUBJECT,books,116.11
900,Democrat,Electronics,30.78
901,Always,Electronics,143.15
902,Never,BOOKS,385.09
903,Follow,  Books  ,19.27
904,Establish,Furniture,80.36
905,  experience  ,Books,401.98
906,Table,  Toys  ,157.94
907,Hit,books,279.25
908,PROTECT,BOOKS,
909,By,ELECTRONICS,329.87
910,Want,Toys,90.47
911,Represent,  Books  ,427.98
912,mind,  Books  ,395.39
913,ALREADY,Electronics,494.88
914,Part,Electronics,317.09
915,Behind,Furniture,153.74
916,  million  ,electronics,450.7
917,  ,BOOKS,10.92
918,  information  ,FURNITURE,85.98
919,appear,Electronics,10.26
920,grow,  Books  ,117.09
921,Him,toys,381.38
922,  present  ,  Electronics  ,446.76
923,born,Furniture,164.91
924,page,toys,454.19
925,Coach,Toys,438.11
926,Program,books,79.9
927,OFFICER,Electronics,290.36
928,Hotel,Furniture,354.34
929,  wife  ,Toys,397.21
930,CHAIR,  Electronics  ,124.3
931,STANDARD,  Books  ,178.03
932,  purpose  ,Books,387.33
933,Fish,BOOKS,201.97
934,ENTIRE,Toys,178.02
935,Sell,Furniture,114.06
936,Speech,  Books  ,
937,bring,ELECTRONICS,389.18
938,position,Books,25.49
939,  plan  ,electronics,277.0
940,Accept,Toys,450.92
941,RECEIVE,toys,92.1
942,  herself  ,  Toys  ,159.56
943,UPON,Electronics,19.48
944,Bill,BOOKS,114.28
945,EXPERIENCE,Furniture,125.33
946,  ,  Toys  ,331.53
947,Tell,Furniture,431.51
948,Share,Books,360.08
949,  your  ,Furniture,310.61
950,boy,Toys,402.28
951,Go,Toys,46.17
952,  within  ,books,206.25
953,Interview,TOYS,176.74
954,Contain,Books,122.09
955,  forget  ,books,212.24
956,Anything,Books,160.36
957,class,books,301.23
958,  art  ,  Toys  ,300.92
959,  wife  ,Electronics,8.09
960,EACH,Electronics,237.61
961,EDGE,FURNITURE,202.79
962,  voice  ,BOOKS,204.74
963,include,Electronics,394.11
964,NAME,furniture,302.63
965,ACROSS,electronics,363.68
966,get,furniture,363.44
967,down,  Toys  ,354.79
968,  provide  ,Furniture,447.99
969,POSSIBLE,  Furniture  ,141.66
970,PRESIDENT,Books,73.85
971,picture,Electronics,102.91
972,Cultural,Electronics,49.29
973,HUSBAND,TOYS,274.47
974,Movement,BOOKS,421.77
975,Onto,books,494.2
976,Culture,Furniture,369.53
977,  decide  ,TOYS,274.63
978,MENTION,  Toys  ,194.73
979,FUND,  Electronics  ,226.3
980,VOTE,  Toys  ,390.12
981,Attack,toys,335.07
982,so,TOYS,66.5
983,NEWS,electronics,216.09
984,FEAR,Furniture,325.35
985,NEXT,Electronics,382.67
986,watch,Electronics,63.72
987,week,Electronics,245.74
988,Decision,Books,253.08
989,Fish,books,179.26
990,Democratic,Books,379.7
991,require,Books,214.52
992,  ,Books,170.47
993,Minute,  Toys  ,419.89
994,know,FURNITURE,245.74
995,receive,Electronics,
996,MR,  Electronics  ,333.29
997,South,  Furniture  ,108.65
998,energy,Electronics,442.53
999,catch,Toys,295.28
1000,SUCCESSFUL,ELECTRONICS,127.93
1001,  discuss  ,Books,76.47
1002,Politics,Toys,442.14
1003,Behind,  Electronics  ,176.32
1004,  seem  ,  Electronics  ,208.62
1005,EVERYBODY,furniture,428.36
1006,Attention,toys,432.76
1007,Thought,  Books  ,286.64
1008,example,  Furniture  ,243.99
1009,To,  Furniture  ,499.36
1010,Kitchen,ELECTRONICS,292.71
1011,Per,  Toys  ,330.71
1012,HEALTH,Books,152.28
